ID,階段,模組,任務,說明,依賴,預估(人天),累積人天,優先級,狀態
T123,M2,通知,◆ 通知重試的失敗分類與嘗試次數上限（T88 完整版技術債）,"T88 過渡版（PR #66 review 修正）已落地：每日 reconcile cron 的 failed-notification sweep 補寄 status='failed' 的通知，暫時性失敗最慢隔天自癒；但不區分暫時／永久失敗、無嘗試次數上限——永久性失敗（客人 email 打錯、硬退信）會每天重試失敗＋Sentry 告警一次，靠人工判斷「連續 2–3 天同一筆告警＝永久失敗」介入（ops-runbook §4）。完整版：notification 表加欄位（failure_type／retry_count 或 last_error）→ 需新增 migration（先 plan mode）；寄信失敗時解析 Resend 錯誤分類（4xx 驗證／退信＝永久，5xx／timeout＝暫時），永久失敗不再重試、直接告警轉人工；重試 N 次仍失敗自動降級。營運後視告警噪音決定優先序；上線不需要（過渡版已保證信件不遺失）。列 C 級（launch-scope）。",T88,0.5,135,P3,未開始
T124,M2,安全,◆ 資安 finding 批次修復＋執行資安審查（T93/94/95/97/99/107/121）,"使用者決策（2026-07-15）：將 7 支資安／品質 finding（T93 售後限流去重／T94 postcss CVE／T95 客人端讀取補 {error} 檢查／T97 Production CSP nonce／T99 對帳 cron timing-safe 比對／T107 對帳 cron 推進順序＝payment 翻 paid 改最後一步〔F-014，金流〕／T121 getClientIp 信任來源）優先級一律拉至 P0，集中成單一批次一次修完，避免逐支開 PR 的重工。注意 T107 涉及金流、動手前先進 plan mode。全部修復、合併後，對已穩定的資安地基（RLS／service role 擁有權檢查／guest token 生命週期／verify-prices 白名單重算／webhook 冪等〔含對帳 cron〕／email escape）執行一次聚焦式 white-box 資安審查（先跑本機 /security-review 或 /code-review high，findings 修完才收）。因 T107 已納入本批次，對帳 cron 推進順序落定後一併納入審查範圍（先前『對帳 cron 內部留給 T107 PR』的劃出取消）。本任務人天僅計審查與協調；各 finding 修復人天已計入其原任務。刻意避開：金流信用卡流程（等 T103 站內付 2.0 落地再審）與上線前完整外部稽核（排 T38，需正式環境＋正式金鑰）。剩餘 T102（對帳 cron 容量邊界＋OWNER_EMAIL 收斂，P2）屬小幅清理，未納入批次，可審後再修或屆時併入。｜✅ 完成（2026-07-17）：7 支 finding（T93/94/95/97/99/107/121）全數修復合併，批次以 /code-review max（10 finder×驗證×sweep）審查＋本機多代理覆核後續三項＋timing-safe 抽共用＋JSX 去重；review 後續衍生 T128（P3）。PR #70（squash 30fcf2e）及各前置 PR。｜更正（2026-07-18）：本任務的「聚焦式地基審查」半邊未曾作為獨立動作執行（max review 審的是 PR #70 diff）；定案改制度化＝每週三 /security-foundation 不變式漂移檢核（docs/security-foundation.md，含頻率退場規則），取代一次性審查；上線前完整稽核仍歸 T38。","T93,T94,T95,T97,T99,T107,T121",0.5,135.5,P0,完成
T125,M5,通知,◆ 自家訂單信件／頁面補發票開立資訊,"使用者需求（2026-07-15，T42 驗收時）：發票開立通知本體由綠界寄出（B2C 開立成功後 ECPay 自動寄到 CustomerEmail，載具歸戶與中獎通知也歸綠界，我方無通知義務），成功頁已顯示發票號＋隨機碼——本任務是額外 UX 加分項：①客人訂單確認信（或會員訂單詳情頁）補「發票已開立：號碼＋隨機碼」區塊；②時序注意：訂單確認信在付款當下寄出、發票在 after() 背景才開立，確認信寄出時多半還沒有發票號，故不能塞進確認信，應考慮 a) 會員中心訂單詳情頁顯示（純讀 DB，最簡）或 b) 發票開立成功後另寄一封輕量通知（需接 sendOnce＋notification type 新增，成本較高、與綠界的通知重複）——傾向只做 a)。launch-scope D 級（綠界通知＋成功頁已覆蓋義務與主要 UX，不擋上線）。",T42,0.25,135.75,P3,未開始
T126,M2,金流,◆ 對帳 cron 改小時級（webhook 失靈自癒從隔日縮到 ~1 小時內）,"T107 落地後金流兜底節奏仍為每日一次：webhook 失靈時客人最壞整天看到「待付款」＋無確認信，高單價商品信任成本高，拍板改小時級（2026-07-15）。前提（擇一，使用者本人操作）：Vercel 升級 Pro——Hobby cron 限每日一次（現況確認為 Hobby），小時級排程會被平台擋；或改外部排程器每小時打既有 endpoint（已有 CRON_SECRET Bearer 驗證＝requireCronAuth）——Upstash QStash Schedules（已用 Upstash，免費額度 500 msg/日遠夠）或 GitHub Actions schedule（免費但觸發抖動可達數十分鐘、CRON_SECRET 需進 GitHub Secrets）。程式連動（缺一不可）：①排程改每小時（vercel.json 或外部排程器設定）；②RECONCILE_COOLDOWN_MS 20h→50min（T107 規則：冷卻必須明顯短於 cron 週期，否則失敗重試仍隔 20h、排程白改）；③failed-notification sweep 留每日一次（route 內限定時段執行）——notification 表無嘗試次數欄位（T123 才加），跟著小時級會讓 still-failing 告警每小時炸一次；④docs 連動：runbook §1/§4 的「隔日」「連續 2–3 天告警」判斷句、route 註解、T38 checklist cron 項。查詢量評估已做：T66 已綁 pending 母體 ≤72h，每筆最多 24 次/日×3 天，MVP 單量遠低於綠界限流，RateLimitError 整批退避照常。",T107,0.5,136.25,P2,未開始
T127,M2,金流,🚀◆ webhook 側付款成立但訂單卡 pending_payment 的盲點,"審查發現（PR #67 max review，2026-07-15）：webhook 端 settlePaid 先翻 payment.status='paid'、才推進訂單，若推進那步失敗且 ECPay 重送額度耗盡，會停在「payment 已 paid、orders 卡 pending_payment」；對帳 cron 候選鍵是 payment.status='pending'，撈不到這種漂移，因此不自癒——客人已付款卻無確認信、無自動復原、無告警（唯一「錢收了卻沒有任何自動警報」的路徑）。三段修法：①T66 逾期取消 cron 在把訂單轉 cancelled 前，先檢查是否已有 paid payment，有就 skip＋P0 告警（防把已付款訂單誤取消）；②reconcile 加第二候選臂——除現有 payment=pending，另撈 orders=pending_payment 且 payment=paid 的漂移單，冪等推進訂單；③notify 路徑（webhook 端）補金額正數防呆（與 reconcile #15 對稱，0===0 不得視為吻合）。涉及金流，動手前先 plan mode。過渡期靠 ops-runbook §1 判斷步驟 1 的分支人工推進。｜✅ 完成（2026-07-17）：三段修法落地並與 T110 合流（取消守衛下沉 transitionOrder〔PaidOrderCancelBlockedError〕、reconcile 漂移臂＋稽核臂、notify 金額正數防呆 validate-settle-amount）（PR #71 squash 4ca7431；合流細節見 work-log 2026-07-18）。",T107,0.5,136.75,P1,完成
T128,M2,金流,reconcile summary 的 rateLimited/httpAborted 併為單一 abortReason,"清理項（PR #70 max review 第3項，2026-07-17 定案不在該批做）：reconcile route 回傳的 summary 目前用 rateLimited/httpAborted 兩個 boolean 表達中止原因，可整併為單一 abortReason 欄位語意更清晰。不做的理由：屬對外 JSON 契約變更，需同步更新測試與監控／告警消費者，好處偏推測性、消費者目前無感，收益不抵回歸風險。",,0.25,137.00,P3,未開始
T129,M2,安全,🚀◆ 發票統編／條碼驗證加限流＋移到 cart 讀取之後（F-024）,"dev-review F-024（2026-07-15）：T42 的 checkCompanyIdentifier／checkBarcode（checkout/actions.ts:74-84）對 ECPay 發票 API 發外部驗證請求，位置在 cart 讀取（:96 起）與訪客限流 checkCheckoutGuestRateLimit（:180，僅 guest 分支）之前。未認證即可載入 /checkout 後反覆 POST createOrder（購物車可空），每次帶任意合法 8 碼統編／條碼觸發一次未受限流的外部呼叫，三重危害：①消耗商家 ECPay 發票 API 額度、可能觸發 ECPay 對本商家節流→真客人驗證失效；②GetCompanyNameByTaxID 成功回 CompanyName＝把本站變成未認證任意統編→公司名查詢 oracle，CheckBarcode 洩漏手機條碼是否已歸戶；③每次持住 function 最長 INVOICE_API_TIMEOUT_MS=15s。驗證本身 fail-open 故原列 P2，但屬未上線前對外開放的未認證放大＋個資 oracle、靠近 P1，拍板上線前修（🚀）。修法：驗證呼叫前加以 IP 為 key 的專屬 prefix 限流（沿用 rate-limit.ts Upstash），且把發票驗證移到「確認 cart 非空」之後——沒有真實購買意圖的請求不該點燃外部 ECPay 呼叫。｜issue #75 ｜✅ 完成（2026-07-18，PR #80）：發票驗證移到 cart／cart_item 非空確認之後，前面加專屬 IP 限流 checkInvoiceValidateRateLimit（rate-limit.ts，10/10m、safeLimit fail-open、prefix ratelimit:invoice-validate-ip）；空車不再點燃外部呼叫。",T42,0.25,137.25,P1,完成
T130,M2,前台,◆ products/[slug]/actions.ts 讀取路徑對齊：補 {error} 檢查＋addToCart 改 read-first（F-017 殘留／F-020）,"dev-review F-017 殘留＋F-020（同檔 src/app/products/[slug]/actions.ts，一支 PR 收）。①F-017 殘留：F-017 已於 master 標結案（帳面涵蓋 account 頁＋PDP page.tsx＋support/actions.ts，PR #70／#73），但其 2026-07-09 追加記載的 products/[slug]/actions.ts 兩處查詢（:42-51 product、:54-67 product_option）2026-07-18 實測仍只解構 data、丟棄 error（DB 暫時性故障誤判成「商品不存在／選項設定有誤」，CLAUDE.md §6 SDK 錯誤必檢查）——解構並檢查 error，非 null 時 throw／回結構化「系統忙碌」而非「不存在」。②F-020：同檔 addToCart 的 get-or-create 採 insert-first（:101 無條件 INSERT cart→撞 23505→:113 reselect），與 coding-system §3.2 明列「addToCart 應 read-first（回頭客重複加車是常態）」相反；全站最高頻購物車寫入每次都付一次註定失敗的 INSERT＋一筆 unique_violation log＋dead tuple。改 read-first：先 SELECT cart WHERE guest_token 命中即用、miss 才 INSERT、撞 23505 再 reselect，保留 uq_cart_guest_token 作競態兜底。正確性皆不受影響（fail-safe／race-safe），純對齊 §6 與 §3.2。｜issue #76｜✅ 完成（2026-07-18）：product／product_option／count 三處查詢補 {error} 檢查（.single() 以 PGRST116 分流「查無」vs「查詢失敗」、其餘回「系統忙碌」），addToCart cart get-or-create 改 read-first（先 SELECT、miss 才 INSERT、撞 23505 reselect 兜底）；max review nit（count error 訊息一致性）併修（PR #81 squash 4272a15）。",T70,0.25,137.5,P2,完成
T131,M2,品質,◆ cart-cleanup DELETE 補候選守衛（guarded delete，防 TOCTOU）（F-022）,"dev-review F-022（2026-07-10）：src/app/api/cron/cart-cleanup/route.ts:47-51 的 DELETE 只以 SELECT 階段撈到的 ids 過濾（.delete().in(「id」, ids)），未重新套用候選 SELECT :30-36 的 .is(「member_id」, null)／.lt(「updated_at」, cutoff)。兩步非原子：①updated_at race——卡 90 天邊界的候選車，擁有者在空窗回站 addToCart／touchCartUpdatedAt 把 updated_at 推新（車已復活），DELETE 仍照 id 刪；②member_id claim（隨 T81 兌現）——候選車擁有者在空窗登入、member_id 被設上，DELETE 仍刪掉會員剛併入的車。當前機率可忽略（毫秒空窗＋member_id 恆 null），T81（登入併車設 member_id）落地後情境②兌現。修法：改 guarded delete——.delete().in(「id」, ids).is(「member_id」, null).lt(「updated_at」, cutoff).select(「id」)，空窗內被 touch／claim 的車自動存活、deleted 計數如實。一行擴充、零成本；補一支 cart-cleanup route 測試涵蓋「候選在 DELETE 前被 touch 應存活」。建議 T81 前先補，免同檔改兩次。｜✅ 完成（2026-07-18，PR #82 squash e412464）：guarded delete 落地（DELETE 重跑 .is(「member_id」,null).lt(「updated_at」,cutoff)），空窗被 touch 復活／登入認領的訪客車自動存活、deleted 計數如實；新增 cart-cleanup route 測試（原零覆蓋）。本機 max review 跑兩輪＋修 6 findings（皆測試品質，route 本體三度確認乾淨）：SELECT 守衛斷言、.select() 把關、401 未碰 DB、SELECT/DELETE cutoff 一致性、export CLEANUP_BATCH_LIMIT 去魔術數字；M1「未碰 DB 斷言在路徑不可達時變空話」回填 coding-system §6 案例庫。衍生 T134（批量上限＋.in() URL 長度＋無截斷訊號，既有設計、P3）。｜issue #77",T78,0.25,137.75,P3,完成
T132,M2,品質,◆ 抽 PG_UNIQUE_VIOLATION 常數＋建立「已有資料表加 index 用 CONCURRENTLY」慣例（F-018）,"dev-review F-018（2026-07-09，T70 PR #45 本機 code-review high 發現）：Postgres unique_violation 錯誤碼 23505 在 4 個檔案各自手刻字面量比對——products/[slug]/actions.ts:110、lib/notification/send-once.ts:114、checkout/actions.ts:177、api/ecpay/notify/route.ts:112；與 F-009／F-015「格式互轉單一出處」同型，若比對邏輯要調整（如一併攔 exclusion violation、加 log）須四處同步、漏一處即悄悄失效。另 supabase/migrations/0008 是本專案首支對「已有資料的正式表（cart）」加 index 的 migration，未用 CONCURRENTLY、建置期持 ACCESS EXCLUSIVE 鎖；目前量小可忽略，但尚無「何時該用 CONCURRENTLY」慣例，日後大表重演會拖長部署窗口。修法：①抽共用常數 PG_UNIQUE_VIOLATION=23505 供四處 import；②訂下慣例：對已有資料的正式表加 index 優先評估 CREATE INDEX CONCURRENTLY（注意 Supabase migration 交易包裹限制，可能需拆出單一 transaction）。非阻塞，可併下次同類清理。｜issue #78｜✅ 完成（2026-07-18）：①新增 src/lib/supabase/postgres-error-codes.ts（PG_UNIQUE_VIOLATION）——實測範疇已由「4 檔」擴為現況 8 檔 13 處（checkout/actions.ts 隨 T111 搬到 create-order-from-cart.ts、其後又增 admin CRUD／建單／會員數處，使用者確認覆蓋全部），測試假資料字面量保留；②migration-guide.md §3.1 訂下 CONCURRENTLY 慣例。零行為改變、574 測試全綠（PR #83 squash c78fea3）。",T70,0.25,138,P3,完成
T133,M2,前台,◆ 首次訪客 guest_token 競態：加車前預簽 cookie（F-019）,"dev-review F-019（2026-07-09，T70 PR #45 本機 code-review high 發現）：T70 的 partial unique index 只保護「併發請求已共用同一 guest_token」（同分頁雙擊、已有 cookie 雙分頁）。完全無 cookie 的首次訪客近乎同時雙擊「加入購物袋」或開兩分頁：兩個 server action 各讀到空 cookie、各自 crypto.randomUUID() 產不同 token，兩筆 insert 因 token 不同都不撞 unique→仍產兩筆 cart，最終只有一個 Set-Cookie 存活，另一筆 cart／商品對客人「憑空消失」。此為 T70 修改前既存行為（非退化），本次首度明確點出。機率極低（需完全無 cookie＋近乎同時雙送）。修法（架構層，需獨立評估勿倉促帶入既有 PR）：在頁面首次載入時（如 src/proxy.ts）預先簽發 guest_token cookie，讓「加入購物袋」永遠不是第一個設 cookie 的動作、消除競爭窗口；與 T81／proxy guest_token 工作耦合，可一併評估。｜issue #79｜✅ 完成（2026-07-18）：proxy.ts 於 request 端＋最終 response 端無 cookie 時預簽（比照 CSP header 放置時機避開 setAll 重建覆蓋）；已有 cookie 不 roll（決策 #14 語意不變）。抽 src/lib/cart/guest-token.ts 為 cookie 名／效期／屬性單一出處，proxy（middleware runtime）與各 server action 共用。與 T81 合併同支 PR（依登記時預期耦合）。手動驗證：清 cookie 兩分頁近乎同時加車僅產生一台車（PR #84 squash 2e941d2）。",T70,0.5,138.5,P3,完成
T134,M2,品質,◆ cart-cleanup 批量上限與 .in() URL 長度風險（T131 max review 衍生）,"T131 max code-review 衍生（2026-07-18）：cart-cleanup route 的候選 SELECT／DELETE 以 CLEANUP_BATCH_LIMIT=500 搭 .in(「id」, ids)；postgrest-js 把 500 個 UUID 序列化進 URL query（≈19KB），可能撞 Supabase PostgREST／Kong gateway 或 Node 預設 header buffer 上限致 414／請求被丟棄——恰在批量最大時（首 launch／cron 中斷數日的積壓）觸發，該批 DELETE 500、當天零清理。另 route.ts:10 註解「比照 ecpay-reconcile 的 CANDIDATE_LIMIT」誤導：reconcile 實際上限為 30、非 500。信心中等（依 gateway URL 上限而定，非確定於 500）。修法擇一：①上限降到接近 reconcile 的 30–50、殘量留隔天同一支 cron；②SELECT+DELETE 收進單一 atomic subquery DELETE／RPC，讓 id 清單不進 URL（順帶消 SELECT→DELETE 兩步 TOCTOU）。｜併入 S2（max re-review 2026-07-18）＝無截斷／積壓訊號：route 固定撈 CLEANUP_BATCH_LIMIT 筆、只回 {deleted}，無法察覺「單日到期車數 > 批量上限」——與 ecpay-reconcile 的 limit+1＋driftTruncated Sentry 告警分歧；若持續棄車 >500/日，訪客車與 cart_item 積壓會無聲成長至 DB 容量／效能問題才被發現。修此設計時一併補 limit+1 探測＋撈滿即 Sentry 截斷告警。現行商品規模流量可忽略、不擋上線（launch-scope D）。屬既有設計、非 T131 diff 引進。｜✅ 完成（2026-07-18，PR #85）：採方案①——CLEANUP_BATCH_LIMIT 500→50（50 個 UUID≈2KB，遠低於 gateway URL 上限，解 S1；守衛式 DELETE〔T131〕原樣保留、id 清單縮小後本就安全，不引入 RPC/migration）；SELECT 改 limit+1 探測、撈到 >上限即回 truncated:true＋Sentry.captureMessage warning（解 S2，比照 reconcile driftTruncated）；response 加 truncated 欄位（含 500 錯誤路徑，形狀一致）；修正誤導註解（原稱比照 reconcile CANDIDATE_LIMIT 但值卻 500，reconcile 實為 20–30）。測試 8→10（新增「恰好撈滿不誤觸截斷」＋「超上限→truncated＋告警、本輪只清上限筆數」）。本機 code-review max（ultra 替代）逐 10 角度掃描 0 correctness finding，唯一形狀分歧〔500 缺 truncated〕已收。merge 前併入 master（PR #84／T81＋T133）無衝突。",T78,0.25,138.75,P3,完成
T135,M2,後台,◆ Admin 代客建單改用獨立暫存車，脫離會員共用 cart（T81 max review 衍生）,"T81 max code-review 衍生（2026-07-18，PR #84）：T81 把 admin/orders/checkout/actions.ts 的車查找從 guest_token（每瀏覽器獨立）改成 resolveCartIdentity() member 分支，migration 0018 的 uq_cart_member 又規定一會員至多一車——admin 帳號全站現在只有一台車，換瀏覽器／裝置不再是隔離手段。cart_item 要付款才清（T75），且 resolvePendingOrderForCart 偵測到不同客戶會靜默取消前一張待付款訂單，故 admin 在同一張訂單未付款前換裝置繼續幫下一位客人加車、送出，會把前一張訂單靜默取消、品項併進下一張——客人 A 的訂單無聲消失、品項算到客人 B 頭上。已驗證（verifier CONFIRMED，非假設）。修法方向（2026-07-18 評估定向）：**每張代客訂單一台草稿車（per-draft cart）**——admin 按「建立訂單」開一筆全新 cart row（專屬 token），加車落進該草稿，建單成功即消耗；與 uq_orders_one_pending_per_cart「一車一 pending 單」天然對齊，無取消連鎖、無品項殘留、換裝置＝換草稿互不干擾，admin 自購（member 車）與代客（草稿車）徹底分流。⚠️ 已評估否決「單一 admin 專屬車」：仍是一台共用車，uq_orders_one_pending_per_cart 照樣逼 resolvePendingOrderForCart 取消前一張 pending 單，遺單問題原封不動；「建單後清品項」亦同理只修污染不修遺單。實作時再拍板加車入口：前台商品頁 addToCart 感知代客模式（admin 專用 cookie 帶草稿 id）vs admin 後台自建選配器（乾淨但複製配置器 UI 成本高）。過渡期：本次未修（現階段流量低、admin 為單一操作者，per docs/ops-runbook.md，且已知悉此限制可人工避免——同一張訂單未付款前不要換裝置/瀏覽器繼續加下一位客人的東西），不擋 T81 merge（launch-scope D）。",T81,0.5,139.25,P3,未開始
T136,M2,品質,◆ email 信件外殼與 FROM_EMAIL 共用 layout 收斂（T47 PR #86 max review #7）,"T47 退款信 PR #86 max code-review #7（2026-07-18）＋前次 T72/T84 已知既有債：order-refunded／order-shipped／order-confirmation／new-order-notification／support-request-notification 各支寄信程式，把整段 HTML 外殼（DOCTYPE/head、綠底 #0f3325＋金字 #c9a84c logo header、footer「© incantochen」、CTA 按鈕、外層 table 版型）與 FROM_EMAIL 常數『onboarding@resend.dev』、member email 陣列/物件 unwrap（Array.isArray 分支）各自逐字複製一份。品牌調整（logo 顏色、footer 文案、CTA 樣式）或 T35 網域驗證後把 FROM 換 orders@incantochen.com 時，須逐檔改、漏改任一支就對客人寄出品牌/寄件人不一致的信。修法：抽 renderEmailShell({title,eyebrow,heading,bodyHtml,loginUrl}) layout helper＋共用 FROM_EMAIL 常數＋unwrapMemberEmail helper，各信件檔 import。⚠️ 純重構、牽動 5 支既有信件檔＋全部 email 測試，需一次到位並逐信視覺驗證，不塞退款 PR。現行以複本並存無功能問題、不擋上線（launch-scope D）。",T47,0.25,139.5,P3,未開始
T137,M2,結帳,◆ 結帳頁配送方式選擇（面交／物流）,"使用者需求（2026-07-20，T108 面交格式收斂時衍生）：目前面交／物流之分由後台 order-actions 出貨時決定，客人端無從選擇。本任務在結帳頁 /checkout 新增配送方式選擇（面交自取／宅配物流），下單時把選擇持久化到訂單。設計待定（動手前先釐清）：①持久化方式——傾向 orders 新增獨立配送方式欄位（migration，先 plan mode），與 T108 註記／T48『orders 增列配送方式欄位』為同一件事，一併做掉並讓 tracking_no 前綴分流退場改讀正規欄位；②面交免收件地址、宅配才需地址與運費（shipping_fee 目前 0 佔位、T48 暫緩），故配送方式會連動結帳表單的地址必填與運費計算；③運費一律伺服器端算（verify-prices／createOrder），不信任前端。耦合 T48（宅配串接，P3 暫緩）與 T108（前綴收斂）；宅配未接前可先只上面交、或兩者皆備而物流走人工。launch-scope C（宅配整合本身已延後、非上線阻擋）。",T22,1,140.5,P2,未開始
